Order ID,Order Date,Ship Date,Days for Shipment,Ship Mode,Customer ID,Segment,City,Region,Product ID,Category,Total Revenue,Sold Quantity,Discount,Discount Amount,Profit,Profit Margin,Cost of Goods Sold (COGS),Cost per Quantity
CA-2013-158694,2013-11-11,2013-11-14,3,Second Class,AI-10855,Consumer,Los Angeles,West,OFF-AP-10000055,Appliances,$129.92,4,0%,$0.00,$38.98,30%,$90.94,$22.74
CA-2013-158694,2013-11-11,2013-11-14,3,Second Class,AI-10855,Consumer,Los Angeles,West,FUR-FU-10000965,Furnishings,$467.46,9,0%,$0.00,$191.66,41%,$275.80,$30.64
CA-2013-158694,2013-11-11,2013-11-14,3,Second Class,AI-10855,Consumer,Los Angeles,West,OFF-PA-10001363,Paper,$61.40,5,0%,$0.00,$28.86,47%,$32.54,$6.51
CA-2013-158694,2013-11-11,2013-11-14,3,Second Class,AI-10855,Consumer,Los Angeles,West,OFF-ST-10001496,Storage,$720.76,4,0%,$0.00,$187.40,26%,$533.36,$133.34
CA-2013-158694,2013-11-11,2013-11-14,3,Second Class,AI-10855,Consumer,Los Angeles,West,OFF-BI-10004656,Binders,$5.18,3,20%,$1.04,$1.81,35%,$3.37,$1.12
CA-2013-158694,2013-11-11,2013-11-14,3,Second Class,AI-10855,Consumer,Los Angeles,West,OFF-AR-10001227,Art,$14.70,5,0%,$0.00,$3.97,27%,$10.73,$2.15
US-2011-104759,2011-03-31,2011-04-04,4,Standard Class,DD-13570,Consumer,Chicago,Central,OFF-BI-10002071,Binders,$8.13,7,80%,$6.51,-$13.83,-170%,$21.96,$3.14
US-2011-104759,2011-03-31,2011-04-04,4,Standard Class,DD-13570,Consumer,Chicago,Central,TEC-AC-10004901,Accessories,$79.98,2,20%,$16.00,$14.00,18%,$65.99,$32.99
CA-2012-150511,2012-09-18,2012-09-24,6,Standard Class,AB-10060,Home Office,Des Moines,West,OFF-PA-10001776,Paper,$18.54,2,0%,$0.00,$8.71,47%,$9.83,$4.91
CA-2012-134922,2012-11-07,2012-11-11,4,Standard Class,KB-16240,Corporate,Philadelphia,East,OFF-EN-10000483,Envelopes,$24.40,2,20%,$4.88,$7.93,33%,$16.47,$8.24
US-2014-120607,2014-05-20,2014-05-20,0,Same Day,JC-15775,Consumer,Atlanta,South,OFF-PA-10003129,Paper,$195.64,4,0%,$0.00,$91.95,47%,$103.69,$25.92
CA-2012-141243,2012-01-03,2012-01-08,5,Second Class,AH-10465,Consumer,Dallas,Central,TEC-AC-10003198,Accessories,$398.40,5,20%,$79.68,$84.66,21%,$313.74,$62.75
CA-2012-141243,2012-01-03,2012-01-08,5,Second Class,AH-10465,Consumer,Dallas,Central,OFF-AR-10001246,Art,$7.06,3,20%,$1.41,$0.79,11%,$6.26,$2.09
CA-2012-141243,2012-01-03,2012-01-08,5,Second Class,AH-10465,Consumer,Dallas,Central,FUR-BO-10003272,Bookcases,"$1,352.40",9,32%,$432.77,-$437.54,-32%,"$1,789.94",$198.88
CA-2012-162166,2012-09-08,2012-09-11,3,First Class,NM-18520,Consumer,Moreno Valley,West,OFF-PA-10002606,Paper,$26.40,5,0%,$0.00,$11.88,45%,$14.52,$2.90
CA-2012-162166,2012-09-08,2012-09-11,3,First Class,NM-18520,Consumer,Moreno Valley,West,OFF-ST-10002486,Storage,$41.88,6,0%,$0.00,$0.84,2%,$41.04,$6.84
CA-2013-120796,2013-04-04,2013-04-08,4,Standard Class,CS-11950,Consumer,Philadelphia,East,OFF-BI-10004330,Binders,$99.85,9,70%,$69.89,-$83.21,-83%,$183.05,$20.34
CA-2013-109722,2013-12-06,2013-12-08,2,Second Class,TP-21130,Consumer,Georgetown,South,TEC-PH-10000560,Phones,$699.98,2,0%,$0.00,$195.99,28%,$503.99,$251.99
CA-2013-109722,2013-12-06,2013-12-08,2,Second Class,TP-21130,Consumer,Georgetown,South,OFF-ST-10000060,Storage,$584.82,9,0%,$0.00,$70.18,12%,$514.64,$57.18
CA-2012-136798,2012-05-08,2012-05-12,4,Standard Class,DL-12925,Consumer,Minneapolis,Central,OFF-BI-10003684,Binders,$43.98,2,0%,$0.00,$21.99,50%,$21.99,$11.00
CA-2012-136798,2012-05-08,2012-05-12,4,Standard Class,DL-12925,Consumer,Minneapolis,Central,TEC-PH-10000441,Phones,$377.97,3,0%,$0.00,$105.83,28%,$272.14,$90.71
CA-2012-136798,2012-05-08,2012-05-12,4,Standard Class,DL-12925,Consumer,Minneapolis,Central,FUR-FU-10000723,Furnishings,$123.96,3,0%,$0.00,$11.16,9%,$112.80,$37.60
CA-2014-122196,2014-09-23,2014-09-25,2,First Class,CA-12265,Consumer,Wilmington,East,TEC-PH-10004977,Phones,$391.98,2,0%,$0.00,$113.67,29%,$278.31,$139.15
CA-2014-142090,2014-12-01,2014-12-08,7,Standard Class,SC-20380,Consumer,Burlington,South,TEC-AC-10002001,Accessories,$383.98,3,20%,$76.80,$81.59,21%,$302.38,$100.79
CA-2014-142090,2014-12-01,2014-12-08,7,Standard Class,SC-20380,Consumer,Burlington,South,FUR-TA-10001889,Tables,"$1,781.68",7,40%,$712.67,-$653.28,-37%,"$2,434.97",$347.85
CA-2014-160934,2014-01-16,2014-01-20,4,Standard Class,TT-21460,Home Office,Los Angeles,West,OFF-AR-10003504,Art,$21.40,5,0%,$0.00,$6.21,29%,$15.19,$3.04
CA-2011-124478,2011-08-08,2011-08-12,4,Standard Class,MA-17560,Home Office,Trenton,Central,TEC-CO-10001571,Copiers,$549.99,1,0%,$0.00,$275.00,50%,$275.00,$275.00
CA-2011-124478,2011-08-08,2011-08-12,4,Standard Class,MA-17560,Home Office,Trenton,Central,OFF-AP-10002495,Appliances,$167.54,3,10%,$16.75,$37.23,22%,$130.31,$43.44
CA-2011-124478,2011-08-08,2011-08-12,4,Standard Class,MA-17560,Home Office,Trenton,Central,OFF-EN-10002500,Envelopes,$38.34,3,0%,$0.00,$17.25,45%,$21.09,$7.03
CA-2011-124478,2011-08-08,2011-08-12,4,Standard Class,MA-17560,Home Office,Trenton,Central,FUR-FU-10002088,Furnishings,$53.88,6,0%,$0.00,$22.63,42%,$31.25,$5.21
CA-2011-124478,2011-08-08,2011-08-12,4,Standard Class,MA-17560,Home Office,Trenton,Central,TEC-PH-10001128,Phones,$299.98,2,0%,$0.00,$83.99,28%,$215.99,$107.99
CA-2012-145485,2012-11-05,2012-11-05,0,Same Day,JM-16195,Consumer,San Francisco,West,OFF-ST-10000649,Storage,$62.80,4,0%,$0.00,$15.70,25%,$47.10,$11.78
CA-2014-151071,2014-04-26,2014-04-30,4,Second Class,MB-18085,Consumer,Los Angeles,West,OFF-BI-10002103,Binders,$13.90,2,20%,$2.78,$4.52,33%,$9.39,$4.69
CA-2011-134572,2011-04-20,2011-04-22,2,Second Class,SV-20365,Consumer,Houston,Central,FUR-TA-10001705,Tables,$744.10,5,30%,$223.23,-$95.67,-13%,$839.77,$167.95
CA-2011-134572,2011-04-20,2011-04-22,2,Second Class,SV-20365,Consumer,Houston,Central,OFF-ST-10004634,Storage,$44.84,5,20%,$8.97,$5.61,13%,$39.24,$7.85
CA-2011-134572,2011-04-20,2011-04-22,2,Second Class,SV-20365,Consumer,Houston,Central,FUR-TA-10004442,Tables,$401.59,2,30%,$120.48,-$131.95,-33%,$533.54,$266.77
CA-2014-143217,2014-11-12,2014-11-18,6,Standard Class,CG-12040,Home Office,Milwaukee,Central,OFF-BI-10002949,Binders,$18.24,3,0%,$0.00,$8.57,47%,$9.67,$3.22
US-2014-133312,2014-11-26,2014-11-30,4,Standard Class,BD-11500,Consumer,San Francisco,West,FUR-BO-10002213,Bookcases,$359.50,3,15%,$53.92,-$29.61,-8%,$389.10,$129.70
US-2014-133312,2014-11-26,2014-11-30,4,Standard Class,BD-11500,Consumer,San Francisco,West,OFF-ST-10001325,Storage,$10.48,1,0%,$0.00,$2.83,27%,$7.65,$7.65
US-2012-137533,2012-12-18,2012-12-18,0,Same Day,JK-15640,Home Office,Cleveland,East,OFF-PA-10003441,Paper,$20.74,4,20%,$4.15,$7.26,35%,$13.48,$3.37
CA-2013-155138,2013-09-09,2013-09-13,4,Standard Class,JM-15580,Consumer,Monroe,South,TEC-AC-10004209,Accessories,$35.17,4,20%,$7.03,$8.35,24%,$26.82,$6.70
CA-2013-155138,2013-09-09,2013-09-13,4,Standard Class,JM-15580,Consumer,Monroe,South,OFF-PA-10000501,Paper,$64.70,3,20%,$12.94,$23.46,36%,$41.25,$13.75
CA-2013-108350,2013-06-07,2013-06-10,3,Second Class,SC-20230,Corporate,Lowell,East,OFF-PA-10003656,Paper,$105.52,4,0%,$0.00,$48.54,46%,$56.98,$14.25
CA-2012-144302,2012-06-19,2012-06-23,4,Standard Class,ME-17320,Home Office,Dallas,Central,OFF-BI-10001107,Binders,$5.79,2,80%,$4.63,-$9.56,-165%,$15.35,$7.67
CA-2012-109001,2012-03-05,2012-03-09,4,Standard Class,KN-16390,Corporate,Philadelphia,East,TEC-PH-10000562,Phones,$466.16,7,40%,$186.46,-$93.23,-20%,$559.39,$79.91
CA-2012-109001,2012-03-05,2012-03-09,4,Standard Class,KN-16390,Corporate,Philadelphia,East,TEC-AC-10001101,Accessories,$10.31,1,20%,$2.06,-$1.29,-13%,$11.60,$11.60
CA-2012-109001,2012-03-05,2012-03-09,4,Standard Class,KN-16390,Corporate,Philadelphia,East,OFF-BI-10003529,Binders,$2.56,3,70%,$1.79,-$1.79,-70%,$4.35,$1.45
CA-2014-132738,2014-08-05,2014-08-08,3,First Class,HM-14860,Corporate,Loveland,West,OFF-PA-10001752,Paper,$7.97,2,20%,$1.59,$2.89,36%,$5.08,$2.54
CA-2014-132738,2014-08-05,2014-08-08,3,First Class,HM-14860,Corporate,Loveland,West,OFF-EN-10001141,Envelopes,$8.78,1,20%,$1.76,$3.18,36%,$5.60,$5.60
CA-2014-156720,2014-12-31,2015-01-04,4,Standard Class,JM-15580,Consumer,Loveland,West,OFF-FA-10003472,Fasteners,$3.02,3,20%,$0.60,-$0.60,-20%,$3.63,$1.21
CA-2012-119102,2012-05-23,2012-05-27,4,Standard Class,KH-16690,Corporate,Woonsocket,East,OFF-ST-10004507,Storage,$51.45,3,0%,$0.00,$13.89,27%,$37.56,$12.52
US-2011-140452,2011-12-06,2011-12-10,4,Standard Class,BK-11260,Consumer,Chicago,Central,OFF-AP-10004036,Appliances,$14.02,4,80%,$11.21,-$31.54,-225%,$45.55,$11.39
US-2011-140452,2011-12-06,2011-12-10,4,Standard Class,BK-11260,Consumer,Chicago,Central,FUR-TA-10004086,Tables,$214.95,5,50%,$107.48,-$120.37,-56%,$335.32,$67.06
US-2011-140452,2011-12-06,2011-12-10,4,Standard Class,BK-11260,Consumer,Chicago,Central,TEC-PH-10000307,Phones,$35.04,4,20%,$7.01,-$7.01,-20%,$42.05,$10.51
US-2011-140452,2011-12-06,2011-12-10,4,Standard Class,BK-11260,Consumer,Chicago,Central,FUR-FU-10002088,Furnishings,$10.78,3,60%,$6.47,-$4.85,-45%,$15.63,$5.21
US-2011-140452,2011-12-06,2011-12-10,4,Standard Class,BK-11260,Consumer,Chicago,Central,OFF-BI-10004965,Binders,$4.60,2,80%,$3.68,-$8.05,-175%,$12.65,$6.33
US-2011-140452,2011-12-06,2011-12-10,4,Standard Class,BK-11260,Consumer,Chicago,Central,OFF-ST-10002485,Storage,$35.17,2,20%,$7.03,-$8.35,-24%,$43.52,$21.76
CA-2012-141936,2012-08-07,2012-08-12,5,Standard Class,PN-18775,Home Office,Bakersfield,West,OFF-BI-10002194,Binders,$19.15,3,20%,$3.83,$6.46,34%,$12.69,$4.23
CA-2011-158442,2011-03-17,2011-03-17,0,Same Day,AZ-10750,Consumer,Dallas,Central,OFF-AR-10003732,Art,$4.45,2,20%,$0.89,$0.33,8%,$4.11,$2.06
CA-2011-158442,2011-03-17,2011-03-17,0,Same Day,AZ-10750,Consumer,Dallas,Central,OFF-PA-10002195,Paper,$5.18,1,20%,$1.04,$1.88,36%,$3.30,$3.30
CA-2011-158442,2011-03-17,2011-03-17,0,Same Day,AZ-10750,Consumer,Dallas,Central,OFF-PA-10002365,Paper,$15.55,3,20%,$3.11,$5.44,35%,$10.11,$3.37
CA-2012-167374,2012-03-26,2012-03-30,4,Second Class,GM-14500,Consumer,Philadelphia,East,OFF-PA-10001950,Paper,$40.03,6,20%,$8.01,$12.51,31%,$27.52,$4.59
CA-2012-167374,2012-03-26,2012-03-30,4,Second Class,GM-14500,Consumer,Philadelphia,East,TEC-AC-10004633,Accessories,$16.78,3,20%,$3.36,$5.03,30%,$11.74,$3.91
CA-2011-116568,2011-12-14,2011-12-20,6,Standard Class,BM-11785,Consumer,Deltona,South,FUR-CH-10002439,Chairs,$186.30,4,20%,$37.26,$13.97,8%,$172.33,$43.08
CA-2012-147102,2012-09-19,2012-09-26,7,Standard Class,NH-18610,Corporate,Columbus,South,TEC-AC-10000682,Accessories,$66.36,4,0%,$0.00,$23.23,35%,$43.13,$10.78
CA-2014-132213,2014-04-26,2014-04-27,1,First Class,PN-18775,Home Office,Nashville,South,OFF-AR-10004078,Art,$42.05,9,20%,$8.41,$5.26,13%,$36.79,$4.09
CA-2014-132213,2014-04-26,2014-04-27,1,First Class,PN-18775,Home Office,Nashville,South,OFF-AR-10001958,Art,$67.92,5,20%,$13.58,$6.79,10%,$61.13,$12.23
CA-2011-138450,2011-10-18,2011-10-22,4,Standard Class,EH-13765,Corporate,Philadelphia,East,OFF-EN-10001335,Envelopes,$52.51,6,20%,$10.50,$19.69,38%,$32.82,$5.47
CA-2011-138450,2011-10-18,2011-10-22,4,Standard Class,EH-13765,Corporate,Philadelphia,East,OFF-ST-10003479,Storage,$186.91,6,20%,$37.38,-$35.05,-19%,$221.96,$36.99
CA-2011-138450,2011-10-18,2011-10-22,4,Standard Class,EH-13765,Corporate,Philadelphia,East,OFF-PA-10003016,Paper,$10.05,4,20%,$2.01,$3.14,31%,$6.91,$1.73
CA-2012-153073,2012-11-13,2012-11-13,0,Same Day,HA-14905,Consumer,Chicago,Central,FUR-FU-10001025,Furnishings,$17.50,9,60%,$10.50,-$7.44,-43%,$24.93,$2.77
CA-2013-147970,2013-01-31,2013-02-02,2,Second Class,AB-10150,Consumer,Dallas,Central,OFF-PA-10003936,Paper,$15.55,3,20%,$3.11,$5.44,35%,$10.11,$3.37
CA-2013-150658,2013-11-18,2013-11-23,5,Standard Class,MS-17365,Consumer,Carlsbad,West,OFF-BI-10004140,Binders,$10.78,3,20%,$2.16,$3.37,31%,$7.41,$2.47
CA-2014-125640,2014-07-26,2014-07-30,4,Standard Class,DD-13570,Consumer,Philadelphia,East,OFF-LA-10004178,Labels,$3.30,1,20%,$0.66,$1.07,33%,$2.23,$2.23
CA-2014-154137,2014-11-12,2014-11-18,6,Standard Class,MT-17815,Consumer,New York City,East,OFF-ST-10003324,Storage,$35.48,1,0%,$0.00,$0.00,0%,$35.48,$35.48
CA-2012-127173,2012-09-26,2012-10-03,7,Standard Class,GM-14500,Consumer,Oceanside,East,OFF-FA-10004854,Fasteners,$34.44,3,0%,$0.00,$16.19,47%,$18.25,$6.08
CA-2012-127173,2012-09-26,2012-10-03,7,Standard Class,GM-14500,Consumer,Oceanside,East,TEC-MA-10002859,Machines,$629.93,7,0%,$0.00,$296.07,47%,$333.86,$47.69
CA-2012-127173,2012-09-26,2012-10-03,7,Standard Class,GM-14500,Consumer,Oceanside,East,OFF-BI-10000088,Binders,$79.06,9,20%,$15.81,$28.66,36%,$50.40,$5.60
CA-2011-149538,2011-04-04,2011-04-08,4,Standard Class,KB-16585,Corporate,Lafayette,South,OFF-ST-10004180,Storage,$232.55,5,0%,$0.00,$9.30,4%,$223.25,$44.65
CA-2011-149538,2011-04-04,2011-04-08,4,Standard Class,KB-16585,Corporate,Lafayette,South,TEC-AC-10002926,Accessories,$99.98,2,0%,$0.00,$42.99,43%,$56.99,$28.49
CA-2011-149538,2011-04-04,2011-04-08,4,Standard Class,KB-16585,Corporate,Lafayette,South,OFF-PA-10003797,Paper,$19.44,3,0%,$0.00,$9.33,48%,$10.11,$3.37
CA-2011-149538,2011-04-04,2011-04-08,4,Standard Class,KB-16585,Corporate,Lafayette,South,OFF-PA-10002195,Paper,$12.96,2,0%,$0.00,$6.35,49%,$6.61,$3.30
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,FUR-TA-10001039,Tables,$464.29,9,40%,$185.72,-$108.33,-23%,$572.63,$63.63
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,OFF-EN-10001099,Envelopes,$68.46,7,0%,$0.00,$31.49,46%,$36.97,$5.28
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,TEC-MA-10003979,Machines,"$2,799.96",4,0%,$0.00,"$1,371.98",49%,"$1,427.98",$356.99
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,OFF-AP-10002945,Appliances,$601.30,2,0%,$0.00,$198.43,33%,$402.87,$201.44
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,TEC-PH-10001536,Phones,$16.99,1,0%,$0.00,$4.42,26%,$12.57,$12.57
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,TEC-PH-10000526,Phones,$287.97,3,0%,$0.00,$80.63,28%,$207.34,$69.11
CA-2011-160766,2011-09-14,2011-09-14,0,Same Day,DM-13015,Consumer,New York City,East,OFF-PA-10000213,Paper,$44.82,9,0%,$0.00,$21.07,47%,$23.75,$2.64
CA-2014-146626,2014-12-30,2015-01-06,7,Standard Class,BP-11185,Corporate,Anaheim,West,FUR-FU-10002501,Furnishings,$101.12,8,0%,$0.00,$37.41,37%,$63.71,$7.96
CA-2012-123330,2012-06-21,2012-06-27,6,Standard Class,EP-13915,Consumer,Deltona,South,TEC-PH-10001819,Phones,$107.98,3,20%,$21.60,$37.79,35%,$70.18,$23.39
CA-2014-155607,2014-11-27,2014-12-01,4,Standard Class,FG-14260,Home Office,New York City,East,OFF-AP-10001962,Appliances,$58.73,7,0%,$0.00,$14.68,25%,$44.05,$6.29
CA-2014-155607,2014-11-27,2014-12-01,4,Standard Class,FG-14260,Home Office,New York City,East,OFF-BI-10003364,Binders,$93.34,4,20%,$18.67,$32.67,35%,$60.67,$15.17
CA-2013-151323,2013-10-24,2013-10-29,5,Standard Class,AB-10255,Home Office,Seattle,West,OFF-FA-10002983,Fasteners,$17.05,5,0%,$0.00,$8.18,48%,$8.87,$1.77
CA-2012-146696,2012-12-14,2012-12-19,5,Standard Class,RD-19480,Consumer,San Diego,West,OFF-BI-10002432,Binders,$8.10,2,20%,$1.62,$2.73,34%,$5.36,$2.68
CA-2013-128972,2013-11-14,2013-11-18,4,Standard Class,TS-21430,Corporate,Oklahoma City,Central,FUR-FU-10003096,Furnishings,$30.36,4,0%,$0.00,$13.05,43%,$17.31,$4.33
CA-2014-128335,2014-09-30,2014-10-06,6,Standard Class,JA-15970,Consumer,Mount Vernon,East,OFF-EN-10001539,Envelopes,$23.34,3,0%,$0.00,$10.97,47%,$12.37,$4.12
CA-2014-128335,2014-09-30,2014-10-06,6,Standard Class,JA-15970,Consumer,Mount Vernon,East,OFF-PA-10004996,Paper,$51.55,5,0%,$0.00,$24.23,47%,$27.32,$5.46
CA-2012-154886,2012-11-08,2012-11-12,4,Standard Class,SW-20455,Consumer,San Francisco,West,TEC-AC-10001956,Accessories,$119.90,2,0%,$0.00,$43.16,36%,$76.74,$38.37
CA-2013-111213,2013-04-02,2013-04-06,4,Standard Class,FP-14320,Consumer,New York City,East,FUR-CH-10000454,Chairs,"$1,317.49",6,10%,$131.75,$292.78,22%,"$1,024.72",$170.79
CA-2013-111213,2013-04-02,2013-04-06,4,Standard Class,FP-14320,Consumer,New York City,East,OFF-SU-10000946,Supplies,$63.84,8,0%,$0.00,$18.51,29%,$45.33,$5.67
CA-2013-111213,2013-04-02,2013-04-06,4,Standard Class,FP-14320,Consumer,New York City,East,OFF-BI-10004140,Binders,$3.59,1,20%,$0.72,$1.12,31%,$2.47,$2.47
CA-2014-161333,2014-02-03,2014-02-08,5,Standard Class,JL-15835,Consumer,Los Angeles,West,FUR-FU-10003039,Furnishings,$86.26,2,0%,$0.00,$29.33,34%,$56.93,$28.47
CA-2014-161333,2014-02-03,2014-02-08,5,Standard Class,JL-15835,Consumer,Los Angeles,West,OFF-ST-10000464,Storage,$139.04,4,0%,$0.00,$38.93,28%,$100.11,$25.03
CA-2014-161333,2014-02-03,2014-02-08,5,Standard Class,JL-15835,Consumer,Los Angeles,West,OFF-AP-10000252,Appliances,$46.80,4,0%,$0.00,$16.38,35%,$30.42,$7.61
CA-2014-128734,2014-12-25,2015-01-01,7,Standard Class,JL-15175,Home Office,Chandler,West,FUR-FU-10001731,Furnishings,$8.54,4,20%,$1.71,$1.92,23%,$6.62,$1.66
CA-2014-128734,2014-12-25,2015-01-01,7,Standard Class,JL-15175,Home Office,Chandler,West,FUR-CH-10001394,Chairs,$842.38,3,20%,$168.48,$105.30,13%,$737.08,$245.69
CA-2011-141796,2011-06-21,2011-06-21,0,Same Day,JG-15160,Consumer,Long Beach,East,TEC-PH-10001578,Phones,"$1,214.85",3,0%,$0.00,$352.31,29%,$862.54,$287.51
CA-2014-125101,2014-03-07,2014-03-11,4,Second Class,SH-19975,Corporate,San Francisco,West,OFF-ST-10000675,Storage,$67.78,2,0%,$0.00,$16.95,25%,$50.84,$25.42
CA-2014-169929,2014-09-26,2014-09-29,3,First Class,LS-17200,Corporate,Helena,West,OFF-ST-10002352,Storage,$39.90,5,0%,$0.00,$10.37,26%,$29.53,$5.91
US-2011-121566,2011-06-30,2011-07-06,6,Standard Class,CS-11860,Consumer,New York City,East,OFF-BI-10004528,Binders,$2.69,1,20%,$0.54,$0.84,31%,$1.85,$1.85
US-2011-121566,2011-06-30,2011-07-06,6,Standard Class,CS-11860,Consumer,New York City,East,OFF-AR-10001026,Art,$6.60,3,0%,$0.00,$2.90,44%,$3.70,$1.23
US-2012-124219,2012-08-07,2012-08-08,1,First Class,KW-16570,Consumer,Kirkwood,Central,OFF-BI-10002215,Binders,$28.40,4,0%,$0.00,$13.06,46%,$15.34,$3.83
US-2012-124219,2012-08-07,2012-08-08,1,First Class,KW-16570,Consumer,Kirkwood,Central,FUR-FU-10000305,Furnishings,$212.94,3,0%,$0.00,$34.07,16%,$178.87,$59.62
CA-2014-163006,2014-07-01,2014-07-05,4,Second Class,GH-14410,Home Office,Chicago,Central,TEC-PH-10002584,Phones,"$1,001.58",2,20%,$200.32,$125.20,13%,$876.39,$438.19
CA-2014-163006,2014-07-01,2014-07-05,4,Second Class,GH-14410,Home Office,Chicago,Central,FUR-CH-10000229,Chairs,$569.06,3,30%,$170.72,-$178.85,-31%,$747.90,$249.30
CA-2014-163006,2014-07-01,2014-07-05,4,Second Class,GH-14410,Home Office,Chicago,Central,FUR-FU-10003799,Furnishings,$14.22,2,60%,$8.53,-$10.31,-73%,$24.54,$12.27
CA-2012-156146,2012-10-26,2012-10-30,4,Second Class,AG-10495,Corporate,Peoria,West,TEC-PH-10001700,Phones,$105.58,2,20%,$21.12,$9.24,9%,$96.35,$48.17
CA-2012-156146,2012-10-26,2012-10-30,4,Second Class,AG-10495,Corporate,Peoria,West,TEC-PH-10001527,Phones,$68.72,2,20%,$13.74,-$14.60,-21%,$83.32,$41.66
CA-2011-111192,2011-07-30,2011-08-05,6,Standard Class,TS-21430,Corporate,Seattle,West,FUR-BO-10002916,Bookcases,"$1,367.84",8,0%,$0.00,$259.89,19%,"$1,107.95",$138.49
CA-2013-115378,2013-11-19,2013-11-24,5,Second Class,AJ-10945,Consumer,Taylor,Central,FUR-CH-10000863,Chairs,$301.96,2,0%,$0.00,$33.22,11%,$268.74,$134.37
CA-2012-161627,2012-07-06,2012-07-11,5,Standard Class,SJ-20215,Consumer,Pasadena,West,FUR-CH-10003968,Chairs,$170.35,3,20%,$34.07,-$17.04,-10%,$187.39,$62.46
CA-2011-121006,2011-11-10,2011-11-16,6,Standard Class,SC-20020,Consumer,Midland,Central,OFF-AR-10001149,Art,$3.90,2,0%,$0.00,$1.52,39%,$2.38,$1.19
CA-2011-121006,2011-11-10,2011-11-16,6,Standard Class,SC-20020,Consumer,Midland,Central,OFF-PA-10000130,Paper,$12.84,3,0%,$0.00,$5.78,45%,$7.06,$2.35
CA-2011-121006,2011-11-10,2011-11-16,6,Standard Class,SC-20020,Consumer,Midland,Central,OFF-PA-10002479,Paper,$15.84,3,0%,$0.00,$7.13,45%,$8.71,$2.90
CA-2011-121006,2011-11-10,2011-11-16,6,Standard Class,SC-20020,Consumer,Midland,Central,FUR-CH-10004997,Chairs,$563.94,3,0%,$0.00,$112.79,20%,$451.15,$150.38
CA-2011-121006,2011-11-10,2011-11-16,6,Standard Class,SC-20020,Consumer,Midland,Central,OFF-ST-10004950,Storage,$62.94,3,0%,$0.00,$11.96,19%,$50.98,$16.99
CA-2011-121006,2011-11-10,2011-11-16,6,Standard Class,SC-20020,Consumer,Midland,Central,OFF-ST-10001490,Storage,$535.41,3,0%,$0.00,$160.62,30%,$374.79,$124.93
CA-2013-122903,2013-05-28,2013-05-30,2,Second Class,LA-16780,Corporate,Detroit,Central,FUR-CH-10002024,Chairs,"$3,504.90",5,0%,$0.00,$700.98,20%,"$2,803.92",$560.78
CA-2013-122903,2013-05-28,2013-05-30,2,Second Class,LA-16780,Corporate,Detroit,Central,OFF-PA-10001790,Paper,$144.12,3,0%,$0.00,$69.18,48%,$74.94,$24.98
CA-2013-122903,2013-05-28,2013-05-30,2,Second Class,LA-16780,Corporate,Detroit,Central,OFF-PA-10000994,Paper,$314.55,3,0%,$0.00,$150.98,48%,$163.57,$54.52
CA-2012-107741,2012-03-08,2012-03-10,2,First Class,FC-14335,Corporate,Pueblo,West,OFF-AR-10002399,Art,$3.41,1,20%,$0.68,$0.89,26%,$2.51,$2.51
CA-2014-106432,2014-10-20,2014-10-25,5,Standard Class,CA-12265,Consumer,Waco,Central,OFF-BI-10002799,Binders,$2.07,2,80%,$1.66,-$3.52,-170%,$5.59,$2.80
CA-2014-106432,2014-10-20,2014-10-25,5,Standard Class,CA-12265,Consumer,Waco,Central,FUR-BO-10004360,Bookcases,$328.40,3,32%,$105.09,-$91.76,-28%,$420.16,$140.05
CA-2013-148908,2013-11-06,2013-11-09,3,First Class,JH-15985,Consumer,San Francisco,West,OFF-BI-10002082,Binders,$53.25,2,20%,$10.65,$19.97,38%,$33.28,$16.64
CA-2013-123015,2013-12-27,2013-12-31,4,Standard Class,AJ-10795,Corporate,New York City,East,OFF-BI-10004967,Binders,$4.99,3,20%,$1.00,$1.68,34%,$3.31,$1.10
US-2012-120502,2012-04-13,2012-04-19,6,Standard Class,BT-11395,Corporate,Los Angeles,West,FUR-FU-10004973,Furnishings,$37.68,2,0%,$0.00,$15.83,42%,$21.85,$10.93
US-2012-120502,2012-04-13,2012-04-19,6,Standard Class,BT-11395,Corporate,Los Angeles,West,TEC-PH-10003645,Phones,$258.58,2,20%,$51.72,$19.39,8%,$239.18,$119.59
US-2012-120502,2012-04-13,2012-04-19,6,Standard Class,BT-11395,Corporate,Los Angeles,West,OFF-AP-10004980,Appliances,$75.84,2,0%,$0.00,$29.58,39%,$46.26,$23.13
CA-2014-108749,2014-09-13,2014-09-16,3,First Class,DJ-13510,Corporate,Woonsocket,East,OFF-PA-10003797,Paper,$45.36,7,0%,$0.00,$21.77,48%,$23.59,$3.37
